Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating,Datetime,Hour,DayOfWeek,WeekType,Is_Cancelled,Cancellation_Type,Unified_Reason
1/10/2024,21:00:00,CNR0871221,Incomplete,353006,Prime Plus,Area-6,Area-9,,,0,0,1,,,,,,2024-01-10 21:00:00,21,Wednesday,Weekday,True,Incomplete,Vehicle Breakdown
1/15/2024,2:00:00,CNR0753284,Cancelled by Driver,906234,Prime Sedan,Area-28,Area-26,,,0,1,0,,,,,,2024-01-15 02:00:00,2,Monday,Weekday,True,Driver,More than permitted people in there
1/5/2024,8:00:00,CNR0455868,Cancelled by Driver,108797,Prime Plus,Area-11,Area-20,,,0,1,0,,,,,,2024-01-05 08:00:00,8,Friday,Weekday,True,Driver,Personal & Car related issues
1/23/2024,19:00:00,CNR1037344,Cancelled by Customer,656482,Prime Sedan,Area-22,Area-49,,,1,0,0,,,,,,2024-01-23 19:00:00,19,Tuesday,Weekday,True,Customer,AC is not working
1/25/2024,7:00:00,CNR7555683,Cancelled by Driver,249749,Prime Sedan,Area-2,Area-29,,,0,1,0,,,,,,2024-01-25 07:00:00,7,Thursday,Weekday,True,Driver,Customer related issue
1/20/2024,19:00:00,CNR4053012,Cancelled by Driver,859761,eBike,Area-26,Area-1,,,0,1,0,,,,,,2024-01-20 19:00:00,19,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/9/2024,19:00:00,CNR8849718,Cancelled by Driver,915939,eBike,Area-42,Area-37,,,0,1,0,,,,,,2024-01-09 19:00:00,19,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/17/2024,17:00:00,CNR3988010,Cancelled by Driver,270642,Prime Plus,Area-38,Area-32,,,0,1,0,,,,,,2024-01-17 17:00:00,17,Wednesday,Weekday,True,Driver,More than permitted people in there
1/24/2024,19:00:00,CNR3792109,Cancelled by Driver,497747,Prime Plus,Area-25,Area-43,,,0,1,0,,,,,,2024-01-24 19:00:00,19,Wednesday,Weekday,True,Driver,Customer related issue
1/10/2024,6:00:00,CNR3597974,Cancelled by Driver,719363,Bike,Area-15,Area-38,,,0,1,0,,,,,,2024-01-10 06:00:00,6,Wednesday,Weekday,True,Driver,Customer related issue
1/13/2024,1:00:00,CNR4389943,Cancelled by Customer,195533,Bike,Area-34,Area-8,,,1,0,0,,,,,,2024-01-13 01:00:00,1,Saturday,Weekend,True,Customer,Driver asked to cancel
1/30/2024,20:00:00,CNR3633844,Cancelled by Customer,436443,Prime Plus,Area-36,Area-11,,,1,0,0,,,,,,2024-01-30 20:00:00,20,Tuesday,Weekday,True,Customer,Driver asked to cancel
1/27/2024,18:00:00,CNR6177368,Cancelled by Customer,299574,Bike,Area-12,Area-9,,,1,0,0,,,,,,2024-01-27 18:00:00,18,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/9/2024,6:00:00,CNR4978853,Incomplete,760152,Prime Plus,Area-19,Area-29,,,0,0,1,,,,,,2024-01-09 06:00:00,6,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/13/2024,22:00:00,CNR6608784,Cancelled by Customer,581220,Bike,Area-4,Area-50,,,1,0,0,,,,,,2024-01-13 22:00:00,22,Saturday,Weekend,True,Customer,Change of plans
1/8/2024,19:00:00,CNR4158439,Cancelled by Customer,401934,Prime SUV,Area-42,Area-42,,,1,0,0,,,,,,2024-01-08 19:00:00,19,Monday,Weekday,True,Customer,Driver asked to cancel
1/4/2024,9:00:00,CNR5619360,Cancelled by Customer,496730,eBike,Area-36,Area-42,,,1,0,0,,,,,,2024-01-04 09:00:00,9,Thursday,Weekday,True,Customer,AC is not working
1/29/2024,18:00:00,CNR2727389,Incomplete,858282,Prime SUV,Area-39,Area-35,,,0,0,1,,,,,,2024-01-29 18:00:00,18,Monday,Weekday,True,Incomplete,Customer Demand
1/9/2024,18:00:00,CNR2092182,Cancelled by Driver,660581,Prime Plus,Area-36,Area-10,,,0,1,0,,,,,,2024-01-09 18:00:00,18,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/28/2024,7:00:00,CNR0070029,Cancelled by Customer,546661,Prime SUV,Area-22,Area-43,,,1,0,0,,,,,,2024-01-28 07:00:00,7,Sunday,Weekend,True,Customer,Driver is not moving towards pickup location
1/18/2024,14:00:00,CNR0128305,Cancelled by Customer,137855,Prime Sedan,Area-17,Area-41,,,1,0,0,,,,,,2024-01-18 14:00:00,14,Thursday,Weekday,True,Customer,Driver is not moving towards pickup location
1/20/2024,4:00:00,CNR9433436,Cancelled by Customer,468962,Auto,Area-24,Area-2,,,1,0,0,,,,,,2024-01-20 04:00:00,4,Saturday,Weekend,True,Customer,Change of plans
1/23/2024,0:00:00,CNR9121157,Cancelled by Driver,403952,Bike,Area-10,Area-37,,,0,1,0,,,,,,2024-01-23 00:00:00,0,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/8/2024,6:00:00,CNR5074039,Cancelled by Customer,214913,Prime Plus,Area-29,Area-21,,,1,0,0,,,,,,2024-01-08 06:00:00,6,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/1/2024,7:00:00,CNR0868504,Cancelled by Driver,924492,Mini,Area-45,Area-13,,,0,1,0,,,,,,2024-01-01 07:00:00,7,Monday,Weekday,True,Driver,More than permitted people in there
1/10/2024,3:00:00,CNR4253083,Cancelled by Customer,630338,Mini,Area-23,Area-1,,,1,0,0,,,,,,2024-01-10 03:00:00,3,Wednesday,Weekday,True,Customer,Driver asked to cancel
1/29/2024,9:00:00,CNR9423812,Cancelled by Customer,918220,Prime Sedan,Area-6,Area-36,,,1,0,0,,,,,,2024-01-29 09:00:00,9,Monday,Weekday,True,Customer,Wrong Address
1/7/2024,11:00:00,CNR9866140,Cancelled by Driver,628584,Bike,Area-12,Area-5,,,0,1,0,,,,,,2024-01-07 11:00:00,11,Sunday,Weekend,True,Driver,Customer related issue
1/20/2024,10:00:00,CNR3063396,Cancelled by Driver,562519,eBike,Area-9,Area-49,,,0,1,0,,,,,,2024-01-20 10:00:00,10,Saturday,Weekend,True,Driver,More than permitted people in there
1/18/2024,12:00:00,CNR9675381,Cancelled by Customer,927568,Prime Plus,Area-12,Area-30,,,1,0,0,,,,,,2024-01-18 12:00:00,12,Thursday,Weekday,True,Customer,Driver asked to cancel
1/26/2024,8:00:00,CNR7810354,Cancelled by Driver,962661,eBike,Area-12,Area-49,,,0,1,0,,,,,,2024-01-26 08:00:00,8,Friday,Weekday,True,Driver,Personal & Car related issues
1/23/2024,19:00:00,CNR3400907,Cancelled by Customer,393908,Auto,Area-47,Area-25,,,1,0,0,,,,,,2024-01-23 19:00:00,19,Tuesday,Weekday,True,Customer,Wrong Address
1/23/2024,23:00:00,CNR3213970,Cancelled by Driver,801142,Mini,Area-28,Area-45,,,0,1,0,,,,,,2024-01-23 23:00:00,23,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,17:00:00,CNR2038123,Cancelled by Driver,929711,Prime SUV,Area-6,Area-16,,,0,1,0,,,,,,2024-01-26 17:00:00,17,Friday,Weekday,True,Driver,Personal & Car related issues
1/2/2024,16:00:00,CNR1638797,Cancelled by Customer,496481,Prime SUV,Area-19,Area-50,,,1,0,0,,,,,,2024-01-02 16:00:00,16,Tuesday,Weekday,True,Customer,Wrong Address
1/16/2024,15:00:00,CNR1179738,Cancelled by Driver,395196,eBike,Area-27,Area-8,,,0,1,0,,,,,,2024-01-16 15:00:00,15,Tuesday,Weekday,True,Driver,More than permitted people in there
1/15/2024,17:00:00,CNR6908240,Cancelled by Driver,225709,Mini,Area-25,Area-31,,,0,1,0,,,,,,2024-01-15 17:00:00,17,Monday,Weekday,True,Driver,Customer related issue
1/16/2024,10:00:00,CNR1113457,Incomplete,257913,Prime Sedan,Area-25,Area-45,,,0,0,1,,,,,,2024-01-16 10:00:00,10,Tuesday,Weekday,True,Incomplete,Other Issue
1/17/2024,17:00:00,CNR2117045,Incomplete,987972,Mini,Area-49,Area-26,,,0,0,1,,,,,,2024-01-17 17:00:00,17,Wednesday,Weekday,True,Incomplete,Other Issue
1/19/2024,8:00:00,CNR1806037,Cancelled by Driver,992040,Prime SUV,Area-36,Area-24,,,0,1,0,,,,,,2024-01-19 08:00:00,8,Friday,Weekday,True,Driver,Personal & Car related issues
1/26/2024,12:00:00,CNR9063374,Cancelled by Driver,144345,Prime SUV,Area-25,Area-27,,,0,1,0,,,,,,2024-01-26 12:00:00,12,Friday,Weekday,True,Driver,Customer related issue
1/3/2024,18:00:00,CNR5825683,Cancelled by Driver,184562,Mini,Area-47,Area-12,,,0,1,0,,,,,,2024-01-03 18:00:00,18,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,16:00:00,CNR9719271,Cancelled by Driver,278160,Prime SUV,Area-13,Area-47,,,0,1,0,,,,,,2024-01-18 16:00:00,16,Thursday,Weekday,True,Driver,More than permitted people in there
1/4/2024,19:00:00,CNR5967460,Cancelled by Customer,214724,Bike,Area-21,Area-27,,,1,0,0,,,,,,2024-01-04 19:00:00,19,Thursday,Weekday,True,Customer,Driver is not moving towards pickup location
1/14/2024,16:00:00,CNR6631264,Incomplete,895487,Prime Sedan,Area-11,Area-8,,,0,0,1,,,,,,2024-01-14 16:00:00,16,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/15/2024,13:00:00,CNR5726055,Cancelled by Customer,304408,Prime SUV,Area-29,Area-4,,,1,0,0,,,,,,2024-01-15 13:00:00,13,Monday,Weekday,True,Customer,Change of plans
1/7/2024,16:00:00,CNR1359058,Cancelled by Driver,715627,Bike,Area-39,Area-10,,,0,1,0,,,,,,2024-01-07 16:00:00,16,Sunday,Weekend,True,Driver,More than permitted people in there
1/17/2024,22:00:00,CNR0070090,Cancelled by Driver,772432,Auto,Area-32,Area-21,,,0,1,0,,,,,,2024-01-17 22:00:00,22,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,11:00:00,CNR4784163,Cancelled by Customer,585843,Prime Plus,Area-41,Area-1,,,1,0,0,,,,,,2024-01-21 11:00:00,11,Sunday,Weekend,True,Customer,AC is not working
1/19/2024,3:00:00,CNR3938506,Cancelled by Driver,198825,Prime Plus,Area-47,Area-49,,,0,1,0,,,,,,2024-01-19 03:00:00,3,Friday,Weekday,True,Driver,Personal & Car related issues
1/30/2024,18:00:00,CNR5101889,Cancelled by Customer,209323,Bike,Area-18,Area-20,,,1,0,0,,,,,,2024-01-30 18:00:00,18,Tuesday,Weekday,True,Customer,AC is not working
1/10/2024,4:00:00,CNR3553556,Cancelled by Driver,168837,Prime Plus,Area-7,Area-31,,,0,1,0,,,,,,2024-01-10 04:00:00,4,Wednesday,Weekday,True,Driver,Customer related issue
1/2/2024,3:00:00,CNR7654326,Incomplete,264688,Bike,Area-32,Area-22,,,0,0,1,,,,,,2024-01-02 03:00:00,3,Tuesday,Weekday,True,Incomplete,Customer Demand
1/3/2024,20:00:00,CNR9178574,Cancelled by Customer,449273,Prime Plus,Area-5,Area-46,,,1,0,0,,,,,,2024-01-03 20:00:00,20,Wednesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/6/2024,3:00:00,CNR2480932,Cancelled by Driver,206152,Prime Sedan,Area-7,Area-33,,,0,1,0,,,,,,2024-01-06 03:00:00,3,Saturday,Weekend,True,Driver,Personal & Car related issues
1/24/2024,20:00:00,CNR6007763,Cancelled by Driver,457399,Prime Plus,Area-7,Area-23,,,0,1,0,,,,,,2024-01-24 20:00:00,20,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/20/2024,6:00:00,CNR9154797,Incomplete,472479,Prime SUV,Area-33,Area-3,,,0,0,1,,,,,,2024-01-20 06:00:00,6,Saturday,Weekend,True,Incomplete,Vehicle Breakdown
1/17/2024,6:00:00,CNR4111923,Cancelled by Driver,248333,Mini,Area-31,Area-48,,,0,1,0,,,,,,2024-01-17 06:00:00,6,Wednesday,Weekday,True,Driver,More than permitted people in there
1/21/2024,17:00:00,CNR7696424,Cancelled by Driver,187585,Prime Plus,Area-1,Area-30,,,0,1,0,,,,,,2024-01-21 17:00:00,17,Sunday,Weekend,True,Driver,More than permitted people in there
1/10/2024,8:00:00,CNR6743551,Cancelled by Driver,129602,Prime SUV,Area-12,Area-48,,,0,1,0,,,,,,2024-01-10 08:00:00,8,Wednesday,Weekday,True,Driver,More than permitted people in there
1/10/2024,18:00:00,CNR7844483,Incomplete,692133,Auto,Area-27,Area-2,,,0,0,1,,,,,,2024-01-10 18:00:00,18,Wednesday,Weekday,True,Incomplete,Customer Demand
1/15/2024,15:00:00,CNR7679488,Cancelled by Customer,468049,Bike,Area-42,Area-7,,,1,0,0,,,,,,2024-01-15 15:00:00,15,Monday,Weekday,True,Customer,Change of plans
1/28/2024,17:00:00,CNR8244860,Cancelled by Driver,752487,Prime Sedan,Area-3,Area-27,,,0,1,0,,,,,,2024-01-28 17:00:00,17,Sunday,Weekend,True,Driver,More than permitted people in there
1/13/2024,11:00:00,CNR6604519,Cancelled by Driver,721578,Auto,Area-36,Area-19,,,0,1,0,,,,,,2024-01-13 11:00:00,11,Saturday,Weekend,True,Driver,Customer related issue
1/22/2024,17:00:00,CNR5826813,Cancelled by Customer,844435,Auto,Area-15,Area-22,,,1,0,0,,,,,,2024-01-22 17:00:00,17,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/22/2024,6:00:00,CNR6563569,Cancelled by Driver,675919,Mini,Area-19,Area-4,,,0,1,0,,,,,,2024-01-22 06:00:00,6,Monday,Weekday,True,Driver,Customer related issue
1/24/2024,8:00:00,CNR3807473,Cancelled by Driver,164836,Prime Sedan,Area-23,Area-25,,,0,1,0,,,,,,2024-01-24 08:00:00,8,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/6/2024,7:00:00,CNR0007366,Cancelled by Driver,471405,Auto,Area-29,Area-49,,,0,1,0,,,,,,2024-01-06 07:00:00,7,Saturday,Weekend,True,Driver,Customer related issue
1/29/2024,15:00:00,CNR8335741,Incomplete,814892,Bike,Area-37,Area-37,,,0,0,1,,,,,,2024-01-29 15:00:00,15,Monday,Weekday,True,Incomplete,Customer Demand
1/6/2024,17:00:00,CNR7410343,Cancelled by Driver,967457,Auto,Area-15,Area-14,,,0,1,0,,,,,,2024-01-06 17:00:00,17,Saturday,Weekend,True,Driver,Personal & Car related issues
1/21/2024,0:00:00,CNR6310025,Cancelled by Driver,243609,eBike,Area-36,Area-44,,,0,1,0,,,,,,2024-01-21 00:00:00,0,Sunday,Weekend,True,Driver,Customer related issue
1/22/2024,15:00:00,CNR4730437,Cancelled by Driver,714027,Auto,Area-45,Area-1,,,0,1,0,,,,,,2024-01-22 15:00:00,15,Monday,Weekday,True,Driver,The customer was coughing/sick
1/25/2024,7:00:00,CNR0271430,Cancelled by Driver,655914,Prime Sedan,Area-49,Area-36,,,0,1,0,,,,,,2024-01-25 07:00:00,7,Thursday,Weekday,True,Driver,More than permitted people in there
1/17/2024,14:00:00,CNR8878205,Cancelled by Customer,183505,Prime Plus,Area-29,Area-27,,,1,0,0,,,,,,2024-01-17 14:00:00,14,Wednesday,Weekday,True,Customer,Wrong Address
1/6/2024,12:00:00,CNR8075900,Incomplete,805306,Prime Sedan,Area-5,Area-5,,,0,0,1,,,,,,2024-01-06 12:00:00,12,Saturday,Weekend,True,Incomplete,Vehicle Breakdown
1/20/2024,12:00:00,CNR7037265,Cancelled by Customer,990606,Prime Sedan,Area-32,Area-23,,,1,0,0,,,,,,2024-01-20 12:00:00,12,Saturday,Weekend,True,Customer,Driver asked to cancel
1/3/2024,23:00:00,CNR2570580,Cancelled by Driver,200701,Prime Plus,Area-49,Area-21,,,0,1,0,,,,,,2024-01-03 23:00:00,23,Wednesday,Weekday,True,Driver,More than permitted people in there
1/2/2024,21:00:00,CNR6334516,Cancelled by Driver,928808,Prime Sedan,Area-39,Area-32,,,0,1,0,,,,,,2024-01-02 21:00:00,21,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,3:00:00,CNR4324895,Cancelled by Driver,312049,Prime Sedan,Area-38,Area-31,,,0,1,0,,,,,,2024-01-18 03:00:00,3,Thursday,Weekday,True,Driver,Customer related issue
1/4/2024,7:00:00,CNR8334239,Cancelled by Driver,864298,Bike,Area-14,Area-14,,,0,1,0,,,,,,2024-01-04 07:00:00,7,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/8/2024,0:00:00,CNR6744010,Cancelled by Driver,892353,Prime Sedan,Area-50,Area-23,,,0,1,0,,,,,,2024-01-08 00:00:00,0,Monday,Weekday,True,Driver,Customer related issue
1/28/2024,5:00:00,CNR9310884,Cancelled by Customer,988866,Prime SUV,Area-29,Area-30,,,1,0,0,,,,,,2024-01-28 05:00:00,5,Sunday,Weekend,True,Customer,Driver asked to cancel
1/15/2024,23:00:00,CNR6083766,Cancelled by Driver,721933,eBike,Area-29,Area-50,,,0,1,0,,,,,,2024-01-15 23:00:00,23,Monday,Weekday,True,Driver,Customer related issue
1/7/2024,0:00:00,CNR5348708,Cancelled by Driver,942617,Auto,Area-35,Area-15,,,0,1,0,,,,,,2024-01-07 00:00:00,0,Sunday,Weekend,True,Driver,Customer related issue
1/24/2024,12:00:00,CNR4487433,Cancelled by Customer,197909,Bike,Area-10,Area-2,,,1,0,0,,,,,,2024-01-24 12:00:00,12,Wednesday,Weekday,True,Customer,Change of plans
1/11/2024,15:00:00,CNR3558535,Cancelled by Customer,955947,Mini,Area-29,Area-26,,,1,0,0,,,,,,2024-01-11 15:00:00,15,Thursday,Weekday,True,Customer,Change of plans
1/8/2024,19:00:00,CNR3876128,Incomplete,255351,Prime Sedan,Area-15,Area-35,,,0,0,1,,,,,,2024-01-08 19:00:00,19,Monday,Weekday,True,Incomplete,Customer Demand
1/7/2024,4:00:00,CNR9948926,Cancelled by Driver,918724,Prime Plus,Area-21,Area-26,,,0,1,0,,,,,,2024-01-07 04:00:00,4,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/12/2024,8:00:00,CNR5037468,Incomplete,373816,Auto,Area-31,Area-36,,,0,0,1,,,,,,2024-01-12 08:00:00,8,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/17/2024,20:00:00,CNR1675745,Incomplete,971135,Auto,Area-47,Area-41,,,0,0,1,,,,,,2024-01-17 20:00:00,20,Wednesday,Weekday,True,Incomplete,Customer Demand
1/1/2024,19:00:00,CNR5130716,Cancelled by Customer,369031,Auto,Area-34,Area-27,,,1,0,0,,,,,,2024-01-01 19:00:00,19,Monday,Weekday,True,Customer,Change of plans
1/4/2024,18:00:00,CNR2261895,Incomplete,586267,Mini,Area-20,Area-22,,,0,0,1,,,,,,2024-01-04 18:00:00,18,Thursday,Weekday,True,Incomplete,Customer Demand
1/29/2024,8:00:00,CNR0416538,Cancelled by Driver,533505,Prime SUV,Area-39,Area-36,,,0,1,0,,,,,,2024-01-29 08:00:00,8,Monday,Weekday,True,Driver,Personal & Car related issues
1/15/2024,3:00:00,CNR8615972,Cancelled by Driver,663834,Prime SUV,Area-1,Area-41,,,0,1,0,,,,,,2024-01-15 03:00:00,3,Monday,Weekday,True,Driver,Customer related issue
1/23/2024,22:00:00,CNR5547130,Cancelled by Driver,200924,Auto,Area-44,Area-1,,,0,1,0,,,,,,2024-01-23 22:00:00,22,Tuesday,Weekday,True,Driver,Customer related issue
1/4/2024,2:00:00,CNR5819355,Cancelled by Customer,634704,Bike,Area-26,Area-2,,,1,0,0,,,,,,2024-01-04 02:00:00,2,Thursday,Weekday,True,Customer,AC is not working
1/29/2024,12:00:00,CNR4763401,Cancelled by Customer,987665,Prime SUV,Area-49,Area-1,,,1,0,0,,,,,,2024-01-29 12:00:00,12,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/5/2024,15:00:00,CNR6066752,Cancelled by Driver,891945,eBike,Area-47,Area-41,,,0,1,0,,,,,,2024-01-05 15:00:00,15,Friday,Weekday,True,Driver,More than permitted people in there
1/9/2024,9:00:00,CNR7425485,Cancelled by Driver,751017,Prime SUV,Area-10,Area-32,,,0,1,0,,,,,,2024-01-09 09:00:00,9,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/11/2024,12:00:00,CNR0660739,Cancelled by Driver,280738,Prime SUV,Area-24,Area-39,,,0,1,0,,,,,,2024-01-11 12:00:00,12,Thursday,Weekday,True,Driver,Personal & Car related issues
1/23/2024,11:00:00,CNR6859777,Cancelled by Driver,184847,Bike,Area-3,Area-14,,,0,1,0,,,,,,2024-01-23 11:00:00,11,Tuesday,Weekday,True,Driver,Customer related issue
1/20/2024,22:00:00,CNR1891188,Cancelled by Driver,124636,eBike,Area-36,Area-15,,,0,1,0,,,,,,2024-01-20 22:00:00,22,Saturday,Weekend,True,Driver,Customer related issue
1/16/2024,17:00:00,CNR7666014,Cancelled by Customer,979543,Prime Plus,Area-27,Area-18,,,1,0,0,,,,,,2024-01-16 17:00:00,17,Tuesday,Weekday,True,Customer,AC is not working
1/1/2024,21:00:00,CNR8922367,Cancelled by Driver,427987,Bike,Area-12,Area-25,,,0,1,0,,,,,,2024-01-01 21:00:00,21,Monday,Weekday,True,Driver,More than permitted people in there
1/25/2024,13:00:00,CNR7391931,Cancelled by Driver,502549,Prime Plus,Area-7,Area-39,,,0,1,0,,,,,,2024-01-25 13:00:00,13,Thursday,Weekday,True,Driver,Customer related issue
1/7/2024,10:00:00,CNR0439116,Cancelled by Driver,610836,Prime Plus,Area-13,Area-41,,,0,1,0,,,,,,2024-01-07 10:00:00,10,Sunday,Weekend,True,Driver,More than permitted people in there
1/25/2024,8:00:00,CNR9494770,Cancelled by Customer,277800,Auto,Area-37,Area-6,,,1,0,0,,,,,,2024-01-25 08:00:00,8,Thursday,Weekday,True,Customer,AC is not working
1/8/2024,17:00:00,CNR0986832,Cancelled by Driver,494412,eBike,Area-15,Area-3,,,0,1,0,,,,,,2024-01-08 17:00:00,17,Monday,Weekday,True,Driver,Personal & Car related issues
1/22/2024,1:00:00,CNR9443332,Cancelled by Driver,786058,eBike,Area-10,Area-2,,,0,1,0,,,,,,2024-01-22 01:00:00,1,Monday,Weekday,True,Driver,Personal & Car related issues
1/11/2024,19:00:00,CNR0528636,Cancelled by Customer,256494,eBike,Area-45,Area-19,,,1,0,0,,,,,,2024-01-11 19:00:00,19,Thursday,Weekday,True,Customer,Driver asked to cancel
1/9/2024,23:00:00,CNR7757533,Cancelled by Driver,221757,Mini,Area-18,Area-10,,,0,1,0,,,,,,2024-01-09 23:00:00,23,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/24/2024,18:00:00,CNR3514616,Cancelled by Driver,230705,Mini,Area-19,Area-21,,,0,1,0,,,,,,2024-01-24 18:00:00,18,Wednesday,Weekday,True,Driver,More than permitted people in there
1/15/2024,21:00:00,CNR1433550,Cancelled by Driver,159562,Mini,Area-6,Area-49,,,0,1,0,,,,,,2024-01-15 21:00:00,21,Monday,Weekday,True,Driver,The customer was coughing/sick
1/16/2024,16:00:00,CNR7709388,Incomplete,636731,eBike,Area-5,Area-46,,,0,0,1,,,,,,2024-01-16 16:00:00,16,Tuesday,Weekday,True,Incomplete,Other Issue
1/29/2024,22:00:00,CNR9235600,Cancelled by Driver,694557,Mini,Area-26,Area-49,,,0,1,0,,,,,,2024-01-29 22:00:00,22,Monday,Weekday,True,Driver,More than permitted people in there
1/24/2024,2:00:00,CNR0592131,Cancelled by Customer,124177,Mini,Area-28,Area-22,,,1,0,0,,,,,,2024-01-24 02:00:00,2,Wednesday,Weekday,True,Customer,Driver asked to cancel
1/19/2024,20:00:00,CNR7549783,Cancelled by Driver,382866,Auto,Area-39,Area-31,,,0,1,0,,,,,,2024-01-19 20:00:00,20,Friday,Weekday,True,Driver,Customer related issue
1/19/2024,2:00:00,CNR8089535,Cancelled by Driver,296160,Mini,Area-23,Area-22,,,0,1,0,,,,,,2024-01-19 02:00:00,2,Friday,Weekday,True,Driver,The customer was coughing/sick
1/12/2024,7:00:00,CNR8567331,Cancelled by Customer,893229,Prime SUV,Area-45,Area-37,,,1,0,0,,,,,,2024-01-12 07:00:00,7,Friday,Weekday,True,Customer,Driver asked to cancel
1/18/2024,0:00:00,CNR2881937,Cancelled by Driver,831573,Prime Plus,Area-13,Area-24,,,0,1,0,,,,,,2024-01-18 00:00:00,0,Thursday,Weekday,True,Driver,Personal & Car related issues
1/12/2024,19:00:00,CNR5181452,Cancelled by Customer,764009,Prime SUV,Area-18,Area-5,,,1,0,0,,,,,,2024-01-12 19:00:00,19,Friday,Weekday,True,Customer,AC is not working
1/13/2024,2:00:00,CNR7958201,Cancelled by Driver,998326,Prime SUV,Area-27,Area-4,,,0,1,0,,,,,,2024-01-13 02:00:00,2,Saturday,Weekend,True,Driver,More than permitted people in there
1/16/2024,3:00:00,CNR4202647,Cancelled by Driver,641123,Prime SUV,Area-21,Area-15,,,0,1,0,,,,,,2024-01-16 03:00:00,3,Tuesday,Weekday,True,Driver,More than permitted people in there
1/6/2024,10:00:00,CNR6210545,Cancelled by Driver,621254,Prime SUV,Area-28,Area-41,,,0,1,0,,,,,,2024-01-06 10:00:00,10,Saturday,Weekend,True,Driver,Personal & Car related issues
1/18/2024,21:00:00,CNR0039888,Cancelled by Customer,808031,Prime Sedan,Area-44,Area-23,,,1,0,0,,,,,,2024-01-18 21:00:00,21,Thursday,Weekday,True,Customer,Driver is not moving towards pickup location
1/13/2024,23:00:00,CNR7839525,Cancelled by Driver,549596,Prime Plus,Area-32,Area-40,,,0,1,0,,,,,,2024-01-13 23:00:00,23,Saturday,Weekend,True,Driver,Customer related issue
1/5/2024,16:00:00,CNR5980017,Cancelled by Driver,570612,eBike,Area-34,Area-3,,,0,1,0,,,,,,2024-01-05 16:00:00,16,Friday,Weekday,True,Driver,Customer related issue
1/12/2024,14:00:00,CNR7273806,Incomplete,854807,Auto,Area-24,Area-48,,,0,0,1,,,,,,2024-01-12 14:00:00,14,Friday,Weekday,True,Incomplete,Customer Demand
1/26/2024,2:00:00,CNR3659354,Cancelled by Customer,988103,eBike,Area-28,Area-43,,,1,0,0,,,,,,2024-01-26 02:00:00,2,Friday,Weekday,True,Customer,Change of plans
